year,date,rm_up,rm_down,dry_length,reach,event_number,day_number
2002,6/6/2002,84.1,74,10.1,San Acacia,1,1
2002,6/9/2002,76.6,74,2.6,San Acacia,2,1
2002,6/10/2002,79.6,74,5.6,San Acacia,2,2
2002,6/13/2002,64.1,57.5,6.6,San Acacia,3,1
2002,6/20/2002,82.2,74,8.2,San Acacia,4,1
2002,6/21/2002,84.9,74,10.9,San Acacia,4,2
2002,6/25/2002,64.1,57.5,6.6,San Acacia,5,1
2002,6/26/2002,91.9,74,17.9,San Acacia,5,2
2002,6/27/2002,85.1,74,11.1,San Acacia,5,3
2002,6/28/2002,84.7,74,10.7,San Acacia,5,4
2002,6/29/2002,92.4,74,18.4,San Acacia,5,5
2002,6/30/2002,85.1,74,11.1,San Acacia,5,6
2002,7/1/2002,94,74,20,San Acacia,5,7
2002,7/2/2002,94,74,20,San Acacia,5,8
2002,7/3/2002,94.6,74,20.6,San Acacia,5,9
2002,7/4/2002,94,74,20,San Acacia,5,10
2002,7/5/2002,86.4,74,12.4,San Acacia,5,11
2002,7/6/2002,92.5,74,18.5,San Acacia,5,12
2002,7/8/2002,93.3,74,19.3,San Acacia,6,1
2002,7/9/2002,93.3,74,19.3,San Acacia,6,2
2002,7/10/2002,94.7,74,20.7,San Acacia,6,3
2002,7/11/2002,94,74,20,San Acacia,6,4
2002,7/12/2002,95.1,74,21.1,San Acacia,6,5
2002,7/15/2002,94,74,20,San Acacia,7,1
2002,7/16/2002,93.1,74,19.1,San Acacia,7,2
2002,7/18/2002,93.1,74,19.1,San Acacia,8,1
2002,7/19/2002,91.9,74,17.9,San Acacia,8,2
2002,8/18/2002,91,74,17,San Acacia,9,1
2002,8/19/2002,76.3,74,2.3,San Acacia,9,2
2002,8/20/2002,116.1,74,42.1,San Acacia,9,3
2002,8/25/2002,76.6,74,2.6,San Acacia,10,1
2002,9/11/2002,93.2,74,19.2,San Acacia,11,1
2002,9/30/2002,79.9,74,5.9,San Acacia,12,1
2002,10/3/2002,78.3,74,4.3,San Acacia,13,1
2002,10/8/2002,79.9,74,5.9,San Acacia,14,1
2002,10/9/2002,79.6,74,5.6,San Acacia,14,2
2002,10/14/2002,76.6,74,2.6,San Acacia,15,1
2002,10/20/2002,82.9,74,8.9,San Acacia,16,1
2003,8/5/2003,68.7,57.5,11.2,San Acacia,1,1
2003,8/11/2003,71.8,57.5,14.3,San Acacia,2,1
2003,8/12/2003,61.2,57.5,3.7,San Acacia,2,2
2003,8/16/2003,61.2,57.5,3.7,San Acacia,3,1
2003,9/6/2003,107.7,74,33.7,San Acacia,4,1
2003,9/9/2003,118.9,116.2,2.7,San Acacia,5,1
2003,9/20/2003,94,74,20,San Acacia,6,1
2003,9/21/2003,94,74,20,San Acacia,6,2
2003,10/2/2003,127.6,116.2,11.4,Isleta,7,1
2003,10/29/2003,97.2,74,23.2,San Acacia,8,1
2003,10/30/2003,92.6,74,18.6,San Acacia,8,2
2004,6/16/2004,75.6,74,1.6,San Acacia,1,1
2004,6/17/2004,80,74,6,San Acacia,1,2
2004,6/19/2004,84.3,74,10.3,San Acacia,2,1
2004,6/21/2004,89.8,74,15.8,San Acacia,3,1
2004,6/22/2004,90,74,16,San Acacia,3,2
2004,6/23/2004,90,74,16,San Acacia,3,3
2004,6/24/2004,154.9,152.5,2.4,Isleta,3,4
2004,6/26/2004,154.9,152.5,2.4,Isleta,4,1
2004,6/27/2004,94.2,74,20.2,San Acacia,4,2
2004,6/28/2004,156.5,152.5,4,Isleta,4,3
2004,6/29/2004,87.9,74,13.9,San Acacia,4,4
2004,7/1/2004,83.6,74,9.6,San Acacia,5,1
2004,7/5/2004,154.5,152.5,2,Isleta,6,1
2004,7/6/2004,155.4,152.5,2.9,Isleta,6,2
2004,7/7/2004,155.5,152.5,3,Isleta,6,3
2004,7/8/2004,159.8,152.5,7.3,Isleta,6,4
2004,7/10/2004,95.7,74,21.7,San Acacia,7,1
2004,7/11/2004,162.5,152.5,10,Isleta,7,2
2004,7/12/2004,163.6,152.5,11.1,Isleta,7,3
2004,7/13/2004,163.4,152.5,10.9,Isleta,7,4
2004,7/14/2004,162.7,152.5,10.2,Isleta,7,5
2004,7/15/2004,164,152.5,11.5,Isleta,7,6
2004,7/16/2004,164.3,152.5,11.8,Isleta,7,7
2004,7/17/2004,136.3,132,4.3,Isleta,7,8
2004,7/18/2004,135.7,132,3.7,Isleta,7,9
2004,7/19/2004,164.3,152.5,11.8,Isleta,7,10
2004,7/20/2004,164.5,152.5,12,Isleta,7,11
2004,7/21/2004,99.8,74,25.8,San Acacia,7,12
2004,7/22/2004,135.3,132,3.3,Isleta,7,13
2004,7/23/2004,135.8,132,3.8,Isleta,7,14
2004,7/31/2004,160.8,152.5,8.3,Isleta,8,1
2004,8/2/2004,164,152.5,11.5,Isleta,9,1
2004,8/3/2004,81.4,74,7.4,San Acacia,9,2
2004,8/4/2004,155.9,152.5,3.4,Isleta,9,3
2004,8/5/2004,155.9,152.5,3.4,Isleta,9,4
2004,8/6/2004,155.9,152.5,3.4,Isleta,9,5
2004,8/7/2004,162.9,152.5,10.4,Isleta,9,6
2004,8/8/2004,163.9,152.5,11.4,Isleta,9,7
2004,8/9/2004,164.3,152.5,11.8,Isleta,9,8
2004,8/10/2004,164.3,152.5,11.8,Isleta,9,9
2004,8/11/2004,116.2,74,42.2,San Acacia,9,10
2004,8/12/2004,88.1,74,14.1,San Acacia,9,11
2004,8/13/2004,164.6,152.5,12.1,Isleta,9,12
2004,8/14/2004,164.9,152.5,12.4,Isleta,9,13
2004,8/15/2004,164.8,152.5,12.3,Isleta,9,14
2004,8/16/2004,134.3,132,2.3,Isleta,9,15
2004,8/22/2004,164.9,152.5,12.4,Isleta,10,1
2004,8/23/2004,167.4,152.5,14.9,Isleta,10,2
2004,8/24/2004,166.5,152.5,14,Isleta,10,3
2004,8/25/2004,167.3,152.5,14.8,Isleta,10,4
2004,8/27/2004,167.3,152.5,14.8,Isleta,11,1
2004,8/28/2004,135.4,132,3.4,Isleta,11,2
2004,8/29/2004,166.8,152.5,14.3,Isleta,11,3
2004,9/1/2004,104.5,74,30.5,San Acacia,12,1
2004,9/3/2004,105.8,74,31.8,San Acacia,13,1
2004,9/7/2004,135.4,132,3.4,Isleta,14,1
2004,9/8/2004,163.6,152.5,11.1,Isleta,14,2
2004,9/9/2004,108.9,74,34.9,San Acacia,14,3
2004,9/10/2004,110.1,74,36.1,San Acacia,14,4
2004,9/11/2004,109.5,74,35.5,San Acacia,14,5
2004,9/12/2004,99.1,74,25.1,San Acacia,14,6
2004,9/13/2004,109.1,74,35.1,San Acacia,14,7
2004,9/14/2004,109.1,74,35.1,San Acacia,14,8
2004,9/15/2004,109.8,74,35.8,San Acacia,14,9
2004,9/16/2004,137,132,5,Isleta,14,10
2004,9/17/2004,110,74,36,San Acacia,14,11
2004,9/18/2004,110,74,36,San Acacia,14,12
2004,9/19/2004,109.1,74,35.1,San Acacia,14,13
2004,9/20/2004,109.1,74,35.1,San Acacia,14,14
2004,9/21/2004,109.1,74,35.1,San Acacia,14,15
2004,9/22/2004,163.8,152.5,11.3,Isleta,14,16
2004,9/23/2004,164.3,152.5,11.8,Isleta,14,17
2004,9/24/2004,164.5,152.5,12,Isleta,14,18
2004,9/25/2004,108.2,74,34.2,San Acacia,14,19
2004,9/26/2004,164.9,152.5,12.4,Isleta,14,20
2004,9/27/2004,107.6,74,33.6,San Acacia,14,21
2004,9/29/2004,99.8,74,25.8,San Acacia,15,1
2004,9/30/2004,107.6,74,33.6,San Acacia,15,2
2004,10/1/2004,109.1,74,35.1,San Acacia,15,3
2004,10/2/2004,109.1,74,35.1,San Acacia,15,4
2004,10/3/2004,104.5,74,30.5,San Acacia,15,5
2004,10/4/2004,97.4,74,23.4,San Acacia,15,6
2004,10/5/2004,94.8,74,20.8,San Acacia,15,7
2004,10/6/2004,104.5,74,30.5,San Acacia,15,8
2005,7/23/2005,72.2,57.5,14.7,San Acacia,1,1
2005,7/24/2005,76.2,74,2.2,San Acacia,1,2
2005,7/26/2005,77.5,74,3.5,San Acacia,2,1
2005,7/27/2005,77.5,74,3.5,San Acacia,2,2
2005,7/28/2005,81.6,74,7.6,San Acacia,2,3
2005,7/29/2005,84.4,74,10.4,San Acacia,2,4
2005,7/30/2005,85.8,74,11.8,San Acacia,2,5
2005,7/31/2005,84.8,74,10.8,San Acacia,2,6
2005,8/1/2005,84.8,74,10.8,San Acacia,2,7
2005,8/2/2005,91,74,17,San Acacia,2,8
2005,8/3/2005,91.4,74,17.4,San Acacia,2,9
2005,8/4/2005,91.6,74,17.6,San Acacia,2,10
2005,8/5/2005,92.7,74,18.7,San Acacia,2,11
2005,8/6/2005,85.1,74,11.1,San Acacia,2,12
2005,8/7/2005,92.4,74,18.4,San Acacia,2,13
2005,8/8/2005,91.1,74,17.1,San Acacia,2,14
2005,8/9/2005,92.3,74,18.3,San Acacia,2,15
2005,8/10/2005,92.6,74,18.6,San Acacia,2,16
2005,8/11/2005,92.1,74,18.1,San Acacia,2,17
2005,8/13/2005,75.8,74,1.8,San Acacia,3,1
2005,8/14/2005,72.6,57.5,15.1,San Acacia,3,2
2005,8/15/2005,69.5,57.5,12,San Acacia,3,3
2005,8/16/2005,67.8,57.5,10.3,San Acacia,3,4
2005,8/24/2005,72.1,57.5,14.6,San Acacia,4,1
2005,8/27/2005,155.3,152.5,2.8,Isleta,5,1
2005,8/28/2005,155.9,152.5,3.4,Isleta,5,2
2005,8/29/2005,83,74,9,San Acacia,5,3
2005,8/30/2005,82.1,74,8.1,San Acacia,5,4
2005,8/31/2005,81.9,74,7.9,San Acacia,5,5
2005,9/1/2005,81.9,74,7.9,San Acacia,5,6
2005,9/2/2005,81.9,74,7.9,San Acacia,5,7
2005,9/3/2005,82.9,74,8.9,San Acacia,5,8
2005,9/14/2005,80,74,6,San Acacia,6,1
2005,9/15/2005,90.6,74,16.6,San Acacia,6,2
2005,9/16/2005,90,74,16,San Acacia,6,3
2005,9/17/2005,90.9,74,16.9,San Acacia,6,4
2005,9/18/2005,91.1,74,17.1,San Acacia,6,5
2005,9/19/2005,90.9,74,16.9,San Acacia,6,6
2005,9/20/2005,91.2,74,17.2,San Acacia,6,7
2005,9/21/2005,93.5,74,19.5,San Acacia,6,8
2005,9/23/2005,84.6,74,10.6,San Acacia,7,1
2005,9/24/2005,152.5,152.5,0,Isleta,7,2
2005,9/26/2005,94.4,74,20.4,San Acacia,8,1
2005,9/27/2005,94.6,74,20.6,San Acacia,8,2
2005,9/28/2005,95.9,74,21.9,San Acacia,8,3
2005,9/29/2005,94.9,74,20.9,San Acacia,8,4
2005,9/30/2005,72.1,57.5,14.6,San Acacia,8,5
2005,10/30/2005,58.6,57.5,1.1,San Acacia,9,1
2005,10/31/2005,72.5,57.5,15,San Acacia,9,2
2006,5/22/2006,78.4,74,4.4,San Acacia,1,1
2006,5/23/2006,78.3,74,4.3,San Acacia,1,2
2006,5/24/2006,76.6,74,2.6,San Acacia,1,3
2006,5/25/2006,74.6,74,0.6,San Acacia,1,4
2006,5/26/2006,74.5,74,0.5,San Acacia,1,5
2006,5/27/2006,74.8,74,0.8,San Acacia,1,6
2006,6/15/2006,75.6,74,1.6,San Acacia,2,1
2006,6/16/2006,76.8,74,2.8,San Acacia,2,2
2006,6/17/2006,81.4,74,7.4,San Acacia,2,3
2006,6/18/2006,81.8,74,7.8,San Acacia,2,4
2006,6/19/2006,81.4,74,7.4,San Acacia,2,5
2006,6/20/2006,82.1,74,8.1,San Acacia,2,6
2006,6/21/2006,81.6,74,7.6,San Acacia,2,7
2006,6/22/2006,83,74,9,San Acacia,2,8
2006,6/23/2006,84,74,10,San Acacia,2,9
2006,6/24/2006,85.7,74,11.7,San Acacia,2,10
2006,6/25/2006,88.1,74,14.1,San Acacia,2,11
2006,6/26/2006,89.6,74,15.6,San Acacia,2,12
2006,7/6/2006,80,74,6,San Acacia,3,1
2006,7/20/2006,159.5,152.5,7,Isleta,4,1
2006,7/23/2006,87.1,74,13.1,San Acacia,5,1
2006,7/24/2006,84.2,74,10.2,San Acacia,5,2
2006,7/25/2006,86.9,74,12.9,San Acacia,5,3
2006,7/26/2006,92.3,74,18.3,San Acacia,5,4
2006,7/27/2006,84.3,74,10.3,San Acacia,5,5
2006,9/19/2006,75.8,74,1.8,San Acacia,6,1
2006,9/21/2006,83.3,74,9.3,San Acacia,7,1
2006,9/22/2006,81,74,7,San Acacia,7,2
2006,9/23/2006,80.5,74,6.5,San Acacia,7,3
2006,9/24/2006,80.3,74,6.3,San Acacia,7,4
2006,9/25/2006,80.5,74,6.5,San Acacia,7,5
2006,9/26/2006,154.9,152.5,2.4,Isleta,7,6
2006,9/27/2006,154.9,152.5,2.4,Isleta,7,7
2006,9/28/2006,154,152.5,1.5,Isleta,7,8
2006,9/29/2006,154,152.5,1.5,Isleta,7,9
2006,9/30/2006,83.2,74,9.2,San Acacia,7,10
2006,10/1/2006,88.3,74,14.3,San Acacia,7,11
2006,10/4/2006,86.3,74,12.3,San Acacia,8,1
2006,10/5/2006,156.2,152.5,3.7,Isleta,8,2
2006,10/6/2006,156.7,152.5,4.2,Isleta,8,3
2006,10/7/2006,90,74,16,San Acacia,8,4
2006,10/8/2006,89.8,74,15.8,San Acacia,8,5
2007,6/30/2007,76.5,74,2.5,San Acacia,1,1
2007,7/1/2007,76.5,74,2.5,San Acacia,1,2
2007,7/2/2007,84.5,74,10.5,San Acacia,1,3
2007,7/3/2007,84.5,74,10.5,San Acacia,1,4
2007,7/4/2007,88,74,14,San Acacia,1,5
2007,7/5/2007,85.5,74,11.5,San Acacia,1,6
2007,7/6/2007,84,74,10,San Acacia,1,7
2007,7/7/2007,74,74,0,San Acacia,1,8
2007,7/9/2007,159.1,152.5,6.6,Isleta,2,1
2007,7/14/2007,88.5,74,14.5,San Acacia,3,1
2007,7/15/2007,90,74,16,San Acacia,3,2
2007,7/16/2007,90,74,16,San Acacia,3,3
2007,7/17/2007,90,74,16,San Acacia,3,4
2007,7/18/2007,91.5,74,17.5,San Acacia,3,5
2007,7/19/2007,93,74,19,San Acacia,3,6
2007,7/20/2007,95,74,21,San Acacia,3,7
2007,7/23/2007,98,74,24,San Acacia,4,1
2007,7/24/2007,96,74,22,San Acacia,4,2
2007,7/25/2007,83.5,74,9.5,San Acacia,4,3
2007,8/2/2007,78,74,4,San Acacia,5,1
2007,8/12/2007,154,152.5,1.5,Isleta,6,1
2007,8/13/2007,153,152.5,0.5,Isleta,6,2
2007,8/14/2007,154,152.5,1.5,Isleta,6,3
2007,8/15/2007,155.5,152.5,3,Isleta,6,4
2007,8/16/2007,158.5,152.5,6,Isleta,6,5
2007,8/17/2007,96.5,90.5,6,San Acacia,6,6
2007,8/18/2007,91,90.5,0.5,San Acacia,6,7
2007,8/19/2007,89,84,5,San Acacia,6,8
2007,8/20/2007,80,74,6,San Acacia,6,9
2007,8/21/2007,89.5,74,15.5,San Acacia,6,10
2007,8/22/2007,89.5,74,15.5,San Acacia,6,11
2007,8/23/2007,90.5,74,16.5,San Acacia,6,12
2007,8/24/2007,90.5,74,16.5,San Acacia,6,13
2007,8/25/2007,92,74,18,San Acacia,6,14
2007,8/26/2007,85.5,76.5,9,San Acacia,6,15
2007,8/27/2007,86,76.5,9.5,San Acacia,6,16
2007,8/28/2007,157,152.5,4.5,Isleta,6,17
2007,8/29/2007,91,74,17,San Acacia,6,18
2007,8/30/2007,152.5,152.5,0,Isleta,6,19
2007,8/31/2007,158.5,152.5,6,Isleta,6,20
2007,9/1/2007,155,152.5,2.5,Isleta,6,21
2007,9/2/2007,153,152.5,0.5,Isleta,6,22
2007,9/6/2007,159,152.5,6.5,Isleta,7,1
2007,9/7/2007,159.5,152.5,7,Isleta,7,2
2007,9/8/2007,160,152.5,7.5,Isleta,7,3
2007,9/9/2007,161,152.5,8.5,Isleta,7,4
2007,9/10/2007,161,152.5,8.5,Isleta,7,5
2007,9/11/2007,152.5,152.5,0,Isleta,7,6
2007,9/12/2007,152.5,152.5,0,Isleta,7,7
2007,9/13/2007,152.5,152.5,0,Isleta,7,8
2007,9/14/2007,152.5,152.5,0,Isleta,7,9
2007,9/15/2007,152.5,152.5,0,Isleta,7,10
2007,9/16/2007,152.5,152.5,0,Isleta,7,11
2007,9/17/2007,152.5,152.5,0,Isleta,7,12
2007,9/18/2007,161,152.5,8.5,Isleta,7,13
2007,9/19/2007,152.5,152.5,0,Isleta,7,14
2007,9/20/2007,90.5,74,16.5,San Acacia,7,15
2007,9/29/2007,159.5,152.5,7,Isleta,8,1
2007,9/30/2007,160,152.5,7.5,Isleta,8,2
2007,10/3/2007,82.5,74,8.5,San Acacia,9,1
2007,10/4/2007,78.5,74,4.5,San Acacia,9,2
2007,10/5/2007,156,152.5,3.5,Isleta,9,3
2007,10/6/2007,82,74,8,San Acacia,9,4
2007,10/9/2007,82,74,8,San Acacia,10,1
2007,10/10/2007,81,74,7,San Acacia,10,2
2007,10/11/2007,155.5,152.5,3,Isleta,10,3
2007,10/12/2007,155.5,152.5,3,Isleta,10,4
2007,10/13/2007,155.5,152.5,3,Isleta,10,5
2007,10/14/2007,155,152.5,2.5,Isleta,10,6
2007,10/15/2007,155,152.5,2.5,Isleta,10,7
2007,10/16/2007,155,152.5,2.5,Isleta,10,8
2007,10/17/2007,155.5,152.5,3,Isleta,10,9
2007,10/18/2007,155,152.5,2.5,Isleta,10,10
2007,10/19/2007,157,152.5,4.5,Isleta,10,11
2007,10/20/2007,158,152.5,5.5,Isleta,10,12
2007,10/21/2007,159,152.5,6.5,Isleta,10,13
2007,10/22/2007,160,152.5,7.5,Isleta,10,14
2007,10/23/2007,160,152.5,7.5,Isleta,10,15
2007,10/24/2007,157,152.5,4.5,Isleta,10,16
2007,10/25/2007,159,152.5,6.5,Isleta,10,17
2007,10/26/2007,159.5,152.5,7,Isleta,10,18
2007,10/27/2007,159,152.5,6.5,Isleta,10,19
2007,10/28/2007,159,152.5,6.5,Isleta,10,20
2007,10/29/2007,158.5,152,6.5,Isleta,10,21
2007,10/30/2007,158.5,152.5,6,Isleta,10,22
2007,10/31/2007,160,152.5,7.5,Isleta,10,23
2008,8/13/2008,149.5,149.5,0,Isleta,1,1
2008,8/14/2008,149.5,149.5,0,Isleta,1,2
2008,8/15/2008,152.5,149.5,3,Isleta,1,3
2008,8/16/2008,134,130.5,3.5,Isleta,1,4
2009,7/19/2009,74,74,0,San Acacia,1,1
2009,7/20/2009,79,74,5,San Acacia,1,2
2009,7/21/2009,79.5,74,5.5,San Acacia,1,3
2009,7/22/2009,80,74,6,San Acacia,1,4
2009,7/23/2009,82,74,8,San Acacia,1,5
2009,7/24/2009,82,74,8,San Acacia,1,6
2009,7/25/2009,80,74,6,San Acacia,1,7
2009,7/26/2009,78.5,74,4.5,San Acacia,1,8
2009,7/27/2009,77.5,74,3.5,San Acacia,1,9
2009,7/28/2009,76.5,74,2.5,San Acacia,1,10
2009,8/6/2009,82,74.5,7.5,San Acacia,2,1
2009,8/7/2009,79,74.5,4.5,San Acacia,2,2
2009,8/8/2009,79.5,74.5,5,San Acacia,2,3
2009,8/9/2009,84,74.5,9.5,San Acacia,2,4
2009,8/10/2009,79,74.5,4.5,San Acacia,2,5
2009,8/11/2009,74.5,74.5,0,San Acacia,2,6
2009,8/12/2009,84,74.5,9.5,San Acacia,2,7
2009,8/13/2009,82.5,74.5,8,San Acacia,2,8
2009,8/14/2009,83,74.5,8.5,San Acacia,2,9
2009,8/15/2009,81,74.5,6.5,San Acacia,2,10
2009,8/16/2009,81,74.5,6.5,San Acacia,2,11
2009,8/17/2009,80.5,74.5,6,San Acacia,2,12
2009,8/18/2009,77.5,74.5,3,San Acacia,2,13
2009,8/21/2009,75,74.5,0.5,San Acacia,3,1
2009,8/22/2009,90,85,5,San Acacia,3,2
2009,8/23/2009,81,74.5,6.5,San Acacia,3,3
2009,8/24/2009,84,74.5,9.5,San Acacia,3,4
2009,8/25/2009,80,74.5,5.5,San Acacia,3,5
2009,9/3/2009,81.5,74.5,7,San Acacia,4,1
2009,9/4/2009,81.5,74.5,7,San Acacia,4,2
2009,9/5/2009,82,74.5,7.5,San Acacia,4,3
2009,9/6/2009,82,74.5,7.5,San Acacia,4,4
2009,9/7/2009,80.5,74.5,6,San Acacia,4,5
2009,10/4/2009,81.5,74.5,7,San Acacia,5,1
2009,10/5/2009,77,74.5,2.5,San Acacia,5,2
2009,10/6/2009,77,74.5,2.5,San Acacia,5,3
2009,10/7/2009,82,74.5,7.5,San Acacia,5,4
2009,10/8/2009,82,74.5,7.5,San Acacia,5,5
2009,10/9/2009,78,74.5,3.5,San Acacia,5,6
2009,10/10/2009,78,74.5,3.5,San Acacia,5,7
2009,10/11/2009,78,74.5,3.5,San Acacia,5,8
2009,10/12/2009,77,74.5,2.5,San Acacia,5,9
2009,10/18/2009,78,74.5,3.5,San Acacia,6,1
2010,6/28/2010,84,74,10,San Acacia,1,1
2010,7/11/2010,79.5,74,5.5,San Acacia,2,1
2010,7/12/2010,77.5,74,3.5,San Acacia,2,2
2010,7/13/2010,79,74,5,San Acacia,2,3
2010,7/14/2010,81.5,74,7.5,San Acacia,2,4
2010,7/15/2010,83.5,74,9.5,San Acacia,2,5
2010,7/16/2010,83.5,74,9.5,San Acacia,2,6
2010,7/17/2010,85,74,11,San Acacia,2,7
2010,7/18/2010,86.5,74,12.5,San Acacia,2,8
2010,7/19/2010,89,74,15,San Acacia,2,9
2010,7/20/2010,90,74,16,San Acacia,2,10
2010,7/21/2010,84.5,74,10.5,San Acacia,2,11
2010,7/22/2010,90,74,16,San Acacia,2,12
2010,7/23/2010,74,74,0,San Acacia,2,13
2010,7/24/2010,79,74,5,San Acacia,2,14
2010,8/14/2010,155,154,1,Isleta,3,1
2010,8/15/2010,155.5,154,1.5,Isleta,3,2
2010,8/16/2010,155.5,153.5,2,Isleta,3,3
2010,8/21/2010,155,154,1,Isleta,4,1
2010,8/22/2010,155.5,153.5,2,Isleta,4,2
2010,8/23/2010,156,152.5,3.5,Isleta,4,3
2010,8/27/2010,155.5,153,2.5,Isleta,5,1
2010,8/28/2010,156,152.5,3.5,Isleta,5,2
2010,8/29/2010,156.5,152.5,4,Isleta,5,3
2010,8/30/2010,78.5,74,4.5,San Acacia,5,4
2010,8/31/2010,81,74,7,San Acacia,5,5
2010,9/2/2010,81,74,7,San Acacia,6,1
2010,9/3/2010,81.5,74,7.5,San Acacia,6,2
2010,9/4/2010,79,74,5,San Acacia,6,3
2010,9/5/2010,81,74,7,San Acacia,6,4
2010,9/6/2010,84,74,10,San Acacia,6,5
