year,date,rm_up,rm_down,dry_length,reach,event_number,day_number
2010,9/7/2010,88,74,14,San Acacia,6,6
2010,9/8/2010,90.5,74,16.5,San Acacia,6,7
2010,9/9/2010,91,74,17,San Acacia,6,8
2010,9/10/2010,91.5,74,17.5,San Acacia,6,9
2010,9/11/2010,91.5,74,17.5,San Acacia,6,10
2010,9/12/2010,91.5,74,17.5,San Acacia,6,11
2010,9/13/2010,91,74,17,San Acacia,6,12
2010,9/14/2010,90.5,74,16.5,San Acacia,6,13
2010,9/15/2010,90.5,74,16.5,San Acacia,6,14
2010,9/16/2010,90.5,74,16.5,San Acacia,6,15
2010,9/17/2010,90.5,74,16.5,San Acacia,6,16
2010,9/18/2010,90.5,74,16.5,San Acacia,6,17
2010,9/19/2010,94,74,20,San Acacia,6,18
2010,9/20/2010,94.5,74,20.5,San Acacia,6,19
2010,9/21/2010,93.5,74,19.5,San Acacia,6,20
2010,9/22/2010,91.5,74,17.5,San Acacia,6,21
2010,9/23/2010,90,74,16,San Acacia,6,22
2010,9/24/2010,81,74,7,San Acacia,6,23
2010,10/2/2010,155.5,152.5,3,Isleta,7,1
2010,10/3/2010,88,74,14,San Acacia,7,2
2010,10/4/2010,88,74,14,San Acacia,7,3
2010,10/5/2010,86,74,12,San Acacia,7,4
2010,10/6/2010,86,74,12,San Acacia,7,5
2010,10/7/2010,76.5,74,2.5,San Acacia,7,6
2010,10/8/2010,159.5,152.5,7,Isleta,7,7
2010,10/9/2010,74,74,0,San Acacia,7,8
2010,10/10/2010,89.5,74,15.5,San Acacia,7,9
2010,10/11/2010,89.5,74,15.5,San Acacia,7,10
2010,10/12/2010,89.5,74,15.5,San Acacia,7,11
2010,10/13/2010,89.5,74,15.5,San Acacia,7,12
2010,10/14/2010,89,74,15,San Acacia,7,13
2010,10/15/2010,89,74,15,San Acacia,7,14
2010,10/16/2010,86.5,74,12.5,San Acacia,7,15
2010,10/17/2010,88,74,14,San Acacia,7,16
2010,10/18/2010,89.5,74,15.5,San Acacia,7,17
2010,10/19/2010,86,74,12,San Acacia,7,18
2010,10/20/2010,86.5,74,12.5,San Acacia,7,19
2010,10/21/2010,85,74,11,San Acacia,7,20
2010,10/22/2010,83.5,74,9.5,San Acacia,7,21
2010,10/27/2010,153,152.5,0.5,Isleta,8,1
2011,4/22/2011,81.5,74,7.5,San Acacia,1,1
2011,4/23/2011,79.5,74,5.5,San Acacia,1,2
2011,4/24/2011,75,74,1,San Acacia,1,3
2011,4/25/2011,74,74,0,San Acacia,1,4
2011,6/25/2011,79,74,5,San Acacia,2,1
2011,6/26/2011,82,74,8,San Acacia,2,2
2011,6/27/2011,83,74,9,San Acacia,2,3
2011,6/28/2011,84.5,74,10.5,San Acacia,2,4
2011,6/29/2011,87,74,13,San Acacia,2,5
2011,6/30/2011,89.5,74,15.5,San Acacia,2,6
2011,7/1/2011,92.5,74,18.5,San Acacia,2,7
2011,7/2/2011,94,74,20,San Acacia,2,8
2011,7/3/2011,95.5,74,21.5,San Acacia,2,9
2011,7/4/2011,95.5,74,21.5,San Acacia,2,10
2011,7/5/2011,96.5,74,22.5,San Acacia,2,11
2011,7/6/2011,97.5,74,23.5,San Acacia,2,12
2011,7/7/2011,98,74,24,San Acacia,2,13
2011,7/8/2011,98,74,24,San Acacia,2,14
2011,7/9/2011,98,74,24,San Acacia,2,15
2011,7/10/2011,98.5,74,24.5,San Acacia,2,16
2011,7/11/2011,99,74,25,San Acacia,2,17
2011,7/12/2011,99,74,25,San Acacia,2,18
2011,7/13/2011,99,74,25,San Acacia,2,19
2011,7/14/2011,99,74,25,San Acacia,2,20
2011,7/15/2011,99,74,25,San Acacia,2,21
2011,7/16/2011,99,74,25,San Acacia,2,22
2011,7/17/2011,99,74,25,San Acacia,2,23
2011,7/18/2011,99,74,25,San Acacia,2,24
2011,7/19/2011,99,74,25,San Acacia,2,25
2011,7/20/2011,99,74,25,San Acacia,2,26
2011,7/21/2011,99,74,25,San Acacia,2,27
2011,7/22/2011,99,74,25,San Acacia,2,28
2011,7/23/2011,99,74,25,San Acacia,2,29
2011,7/24/2011,99,74,25,San Acacia,2,30
2011,7/25/2011,99,74,25,San Acacia,2,31
2011,7/26/2011,99,74,25,San Acacia,2,32
2011,7/27/2011,100.5,74,26.5,San Acacia,2,33
2011,7/30/2011,156,153,3,Isleta,3,1
2011,7/31/2011,155.5,152.5,3,Isleta,3,2
2011,8/1/2011,155,152,3,Isleta,3,3
2011,8/8/2011,157.5,152.5,5,Isleta,4,1
2011,8/9/2011,158.5,152.5,6,Isleta,4,2
2011,8/10/2011,159,152,7,Isleta,4,3
2011,8/11/2011,92.5,74,18.5,San Acacia,4,4
2011,8/12/2011,98.5,74,24.5,San Acacia,4,5
2011,8/13/2011,98.5,74,24.5,San Acacia,4,6
2011,8/14/2011,98.5,74,24.5,San Acacia,4,7
2011,8/15/2011,100,74,26,San Acacia,4,8
2011,8/16/2011,100.5,74,26.5,San Acacia,4,9
2011,8/17/2011,101,74,27,San Acacia,4,10
2011,8/18/2011,101,74,27,San Acacia,4,11
2011,8/19/2011,84,74,10,San Acacia,4,12
2011,8/20/2011,154.5,152.5,2,Isleta,4,13
2011,8/30/2011,163,152.5,10.5,Isleta,5,1
2011,9/1/2011,164,152.5,11.5,Isleta,6,1
2011,9/2/2011,165,152.5,12.5,Isleta,6,2
2011,9/3/2011,165,152.5,12.5,Isleta,6,3
2011,9/4/2011,165,152.5,12.5,Isleta,6,4
2011,9/5/2011,163.5,152.5,11,Isleta,6,5
2011,9/6/2011,165,152.5,12.5,Isleta,6,6
2011,9/7/2011,163,152.5,10.5,Isleta,6,7
2011,9/8/2011,163,152.5,10.5,Isleta,6,8
2011,9/10/2011,163,152.5,10.5,Isleta,7,1
2011,9/11/2011,163,152.5,10.5,Isleta,7,2
2011,9/13/2011,163,152.5,10.5,Isleta,8,1
2011,9/15/2011,162.5,152.5,10,Isleta,9,1
2011,9/16/2011,159.5,152.5,7,Isleta,9,2
2011,9/17/2011,162,152.5,9.5,Isleta,9,3
2011,9/18/2011,160,152.5,7.5,Isleta,9,4
2011,9/19/2011,159,152.5,6.5,Isleta,9,5
2011,9/20/2011,162,152.5,9.5,Isleta,9,6
2011,9/21/2011,162,152.5,9.5,Isleta,9,7
2011,9/22/2011,162,152.5,9.5,Isleta,9,8
2011,9/23/2011,162,152.5,9.5,Isleta,9,9
2011,9/24/2011,162.5,152.5,10,Isleta,9,10
2011,9/25/2011,162.5,152.5,10,Isleta,9,11
2011,9/27/2011,79,77.5,1.5,San Acacia,10,1
2011,9/28/2011,84,74,10,San Acacia,10,2
2011,9/29/2011,93.5,74,19.5,San Acacia,10,3
2011,9/30/2011,93.5,74,19.5,San Acacia,10,4
2011,10/1/2011,94,74,20,San Acacia,10,5
2011,10/2/2011,94.5,74,20.5,San Acacia,10,6
2011,10/3/2011,94.5,74,20.5,San Acacia,10,7
2011,10/4/2011,94,74,20,San Acacia,10,8
2011,10/5/2011,94.5,74,20.5,San Acacia,10,9
2011,10/6/2011,155,152,3,Isleta,10,10
2011,10/7/2011,155,152.5,2.5,Isleta,10,11
2011,10/8/2011,153.5,152.5,1,Isleta,10,12
2011,10/18/2011,154.5,153.5,1,Isleta,11,1
2011,10/19/2011,162,152.5,9.5,Isleta,11,2
2011,10/20/2011,161,152.5,8.5,Isleta,11,3
2011,10/21/2011,161,152.5,8.5,Isleta,11,4
2011,10/22/2011,87,74,13,San Acacia,11,5
2011,10/23/2011,84.5,74,10.5,San Acacia,11,6
2011,10/24/2011,87,74,13,San Acacia,11,7
2011,10/25/2011,87,74,13,San Acacia,11,8
2011,10/26/2011,86.5,74,12.5,San Acacia,11,9
2011,10/27/2011,86.5,74,12.5,San Acacia,11,10
2011,10/28/2011,84,74,10,San Acacia,11,11
2011,10/29/2011,83.5,74,9.5,San Acacia,11,12
2011,10/30/2011,79.5,74,5.5,San Acacia,11,13
2011,10/31/2011,78.5,74,4.5,San Acacia,11,14
2012,6/16/2012,81.5,74,7.5,San Acacia,1,1
2012,6/17/2012,81.5,74,7.5,San Acacia,1,2
2012,6/18/2012,81.5,74,7.5,San Acacia,1,3
2012,6/19/2012,83,74,9,San Acacia,1,4
2012,6/20/2012,84,74,10,San Acacia,1,5
2012,6/21/2012,86.5,74,12.5,San Acacia,1,6
2012,6/22/2012,85.5,74,11.5,San Acacia,1,7
2012,6/23/2012,89,74,15,San Acacia,1,8
2012,6/24/2012,89.5,74,15.5,San Acacia,1,9
2012,6/25/2012,91,74,17,San Acacia,1,10
2012,6/26/2012,91,74,17,San Acacia,1,11
2012,6/27/2012,91.5,74,17.5,San Acacia,1,12
2012,6/28/2012,93,74,19,San Acacia,1,13
2012,6/29/2012,94.5,74,20.5,San Acacia,1,14
2012,6/30/2012,96,74,22,San Acacia,1,15
2012,7/1/2012,96,74,22,San Acacia,1,16
2012,7/2/2012,96.5,74,22.5,San Acacia,1,17
2012,7/3/2012,97.5,74,23.5,San Acacia,1,18
2012,7/4/2012,98,74,24,San Acacia,1,19
2012,7/5/2012,98,74,24,San Acacia,1,20
2012,7/6/2012,98,74,24,San Acacia,1,21
2012,7/7/2012,94,74,20,San Acacia,1,22
2012,7/8/2012,96,74,22,San Acacia,1,23
2012,7/9/2012,94.5,74,20.5,San Acacia,1,24
2012,7/11/2012,154,153.5,0.5,Isleta,2,1
2012,7/15/2012,153.5,153.5,0,Isleta,3,1
2012,7/16/2012,156.5,152.5,4,Isleta,3,2
2012,7/17/2012,157.5,152,5.5,Isleta,3,3
2012,7/18/2012,158.5,152.5,6,Isleta,3,4
2012,7/19/2012,158.5,152,6.5,Isleta,3,5
2012,7/20/2012,81.5,74,7.5,San Acacia,3,6
2012,7/21/2012,90,74,16,San Acacia,3,7
2012,7/22/2012,96,74,22,San Acacia,3,8
2012,7/23/2012,96,74,22,San Acacia,3,9
2012,7/24/2012,98.5,74,24.5,San Acacia,3,10
2012,7/25/2012,99,74,25,San Acacia,3,11
2012,7/26/2012,101.5,74,27.5,San Acacia,3,12
2012,7/27/2012,101.5,74,27.5,San Acacia,3,13
2012,7/28/2012,101.5,74,27.5,San Acacia,3,14
2012,7/29/2012,101.5,74,27.5,San Acacia,3,15
2012,7/30/2012,103,74,29,San Acacia,3,16
2012,7/31/2012,99,74,25,San Acacia,3,17
2012,8/1/2012,74,74,0,San Acacia,3,18
2012,8/2/2012,92.5,74,18.5,San Acacia,3,19
2012,8/3/2012,93,74,19,San Acacia,3,20
2012,8/4/2012,102,74,28,San Acacia,3,21
2012,8/5/2012,87,74,13,San Acacia,3,22
2012,8/6/2012,77,74,3,San Acacia,3,23
2012,8/7/2012,103,74,29,San Acacia,3,24
2012,8/8/2012,104,74,30,San Acacia,3,25
2012,8/9/2012,104.5,74,30.5,San Acacia,3,26
2012,8/10/2012,105.5,74,31.5,San Acacia,3,27
2012,8/11/2012,105.5,74,31.5,San Acacia,3,28
2012,8/12/2012,105.5,74,31.5,San Acacia,3,29
2012,8/13/2012,105.5,74,31.5,San Acacia,3,30
2012,8/14/2012,105.5,74,31.5,San Acacia,3,31
2012,8/15/2012,105.5,74,31.5,San Acacia,3,32
2012,8/16/2012,105.5,74,31.5,San Acacia,3,33
2012,8/17/2012,105.5,74,31.5,San Acacia,3,34
2012,8/18/2012,105.5,74,31.5,San Acacia,3,35
2012,8/19/2012,99,74,25,San Acacia,3,36
2012,8/20/2012,105,74,31,San Acacia,3,37
2012,8/21/2012,102.5,74,28.5,San Acacia,3,38
2012,8/22/2012,97.5,74,23.5,San Acacia,3,39
2012,8/23/2012,90,74,16,San Acacia,3,40
2012,8/24/2012,84,74,10,San Acacia,3,41
2012,8/25/2012,165,152.5,12.5,Isleta,3,42
2012,8/26/2012,165,152.5,12.5,Isleta,3,43
2012,8/27/2012,165,152.5,12.5,Isleta,3,44
2012,8/28/2012,165.5,152.5,13,Isleta,3,45
2012,8/29/2012,134,133.5,0.5,Isleta,3,46
2012,8/30/2012,137,133,4,Isleta,3,47
2012,8/31/2012,77,74,3,San Acacia,3,48
2012,9/1/2012,87,74,13,San Acacia,3,49
2012,9/2/2012,94,74,20,San Acacia,3,50
2012,9/3/2012,96,74,22,San Acacia,3,51
2012,9/4/2012,96.5,74,22.5,San Acacia,3,52
2012,9/5/2012,98,74,24,San Acacia,3,53
2012,9/6/2012,98,74,24,San Acacia,3,54
2012,9/7/2012,98.5,74,24.5,San Acacia,3,55
2012,9/8/2012,104,74,30,San Acacia,3,56
2012,9/9/2012,104,74,30,San Acacia,3,57
2012,9/10/2012,104,74,30,San Acacia,3,58
2012,9/11/2012,104,74,30,San Acacia,3,59
2012,9/12/2012,104,74,30,San Acacia,3,60
2012,9/13/2012,164.5,152,12.5,Isleta,3,61
2012,9/14/2012,164.5,152.5,12,Isleta,3,62
2012,9/15/2012,135.5,133,2.5,Isleta,3,63
2012,9/16/2012,164.5,151.5,13,Isleta,3,64
2012,9/17/2012,137,133,4,Isleta,3,65
2012,9/18/2012,87,74,13,San Acacia,3,66
2012,9/19/2012,99,74,25,San Acacia,3,67
2012,9/20/2012,98,74,24,San Acacia,3,68
2012,9/21/2012,99,74,25,San Acacia,3,69
2012,9/22/2012,98,74,24,San Acacia,3,70
2012,9/23/2012,100,74,26,San Acacia,3,71
2012,9/24/2012,100,74,26,San Acacia,3,72
2012,9/25/2012,100,74,26,San Acacia,3,73
2012,9/26/2012,100,74,26,San Acacia,3,74
2012,9/27/2012,100,74,26,San Acacia,3,75
2012,9/28/2012,100,74,26,San Acacia,3,76
2012,9/29/2012,100.5,74,26.5,San Acacia,3,77
2012,9/30/2012,100.5,74,26.5,San Acacia,3,78
2012,10/1/2012,100.5,74,26.5,San Acacia,3,79
2012,10/2/2012,100.5,74,26.5,San Acacia,3,80
2012,10/3/2012,100.5,74,26.5,San Acacia,3,81
2012,10/4/2012,100.5,74,26.5,San Acacia,3,82
2012,10/5/2012,100.5,74,26.5,San Acacia,3,83
2012,10/6/2012,100.5,74,26.5,San Acacia,3,84
2012,10/7/2012,100.5,74,26.5,San Acacia,3,85
2012,10/8/2012,100.5,74,26.5,San Acacia,3,86
2012,10/9/2012,100.5,74,26.5,San Acacia,3,87
2012,10/10/2012,100.5,74,26.5,San Acacia,3,88
2012,10/11/2012,100.5,74,26.5,San Acacia,3,89
2012,10/12/2012,100.5,74,26.5,San Acacia,3,90
2012,10/13/2012,99.5,74,25.5,San Acacia,3,91
2012,10/14/2012,99.5,74,25.5,San Acacia,3,92
2012,10/15/2012,99.5,74,25.5,San Acacia,3,93
2012,10/16/2012,87.5,74,13.5,San Acacia,3,94
2012,10/17/2012,86,74,12,San Acacia,3,95
2012,10/18/2012,92.5,74,18.5,San Acacia,3,96
2012,10/19/2012,92.5,74,18.5,San Acacia,3,97
2012,10/20/2012,92.5,74,18.5,San Acacia,3,98
2012,10/21/2012,91,74,17,San Acacia,3,99
2012,10/22/2012,91,74,17,San Acacia,3,100
2012,10/23/2012,91,74,17,San Acacia,3,101
2012,10/24/2012,90,74,16,San Acacia,3,102
2012,10/25/2012,88,74,14,San Acacia,3,103
2012,10/26/2012,87.5,74,13.5,San Acacia,3,104
2012,10/27/2012,87.5,74,13.5,San Acacia,3,105
2012,10/28/2012,87.5,74,13.5,San Acacia,3,106
2012,10/29/2012,87.5,74,13.5,San Acacia,3,107
2012,10/30/2012,87,74,13,San Acacia,3,108
2012,10/31/2012,87,74,13,San Acacia,3,109
2013,6/3/2013,77,74,3,San Acacia,1,1
2013,6/4/2013,78,74,4,San Acacia,1,2
2013,6/5/2013,81.5,74,7.5,San Acacia,1,3
2013,6/6/2013,83,74,9,San Acacia,1,4
2013,6/7/2013,83.5,74,9.5,San Acacia,1,5
2013,6/8/2013,84,74,10,San Acacia,1,6
2013,6/9/2013,85.5,74,11.5,San Acacia,1,7
2013,6/10/2013,87,74,13,San Acacia,1,8
2013,6/11/2013,88.5,74,14.5,San Acacia,1,9
2013,6/12/2013,88,74,14,San Acacia,1,10
2013,6/13/2013,89,74,15,San Acacia,1,11
2013,6/14/2013,90,74,16,San Acacia,1,12
2013,6/15/2013,91,74,17,San Acacia,1,13
2013,6/16/2013,93,74,19,San Acacia,1,14
2013,6/17/2013,93,74,19,San Acacia,1,15
2013,6/18/2013,93.5,74,19.5,San Acacia,1,16
2013,6/19/2013,94.5,74,20.5,San Acacia,1,17
2013,6/20/2013,95,74,21,San Acacia,1,18
2013,6/21/2013,96,74,22,San Acacia,1,19
2013,6/22/2013,96,74,22,San Acacia,1,20
2013,6/23/2013,97,74,23,San Acacia,1,21
2013,6/24/2013,97.5,74,23.5,San Acacia,1,22
2013,6/25/2013,97.5,74,23.5,San Acacia,1,23
2013,6/26/2013,98,74,24,San Acacia,1,24
2013,6/27/2013,98,74,24,San Acacia,1,25
2013,6/28/2013,98.5,74,24.5,San Acacia,1,26
2013,6/29/2013,99,74,25,San Acacia,1,27
2013,6/30/2013,99,74,25,San Acacia,1,28
2013,7/1/2013,98.5,74,24.5,San Acacia,1,29
2013,7/2/2013,98.5,74,24.5,San Acacia,1,30
2013,7/3/2013,85,74,11,San Acacia,1,31
2013,7/4/2013,97,74,23,San Acacia,1,32
2013,7/5/2013,86.5,74,12.5,San Acacia,1,33
2013,7/6/2013,84,74,10,San Acacia,1,34
2013,7/7/2013,98.5,74,24.5,San Acacia,1,35
2013,7/8/2013,98.5,74,24.5,San Acacia,1,36
2013,7/9/2013,94,74,20,San Acacia,1,37
2013,7/10/2013,157.5,152,5.5,Isleta,1,38
2013,7/11/2013,87.5,74,13.5,San Acacia,1,39
2013,7/12/2013,158,152.5,5.5,Isleta,1,40
2013,7/13/2013,157.5,152.5,5,Isleta,1,41
2013,7/14/2013,157.5,152.5,5,Isleta,1,42
2013,7/15/2013,156,152.5,3.5,Isleta,1,43
2013,7/16/2013,156,152.5,3.5,Isleta,1,44
2013,7/17/2013,156,152.5,3.5,Isleta,1,45
2013,7/18/2013,156,152.5,3.5,Isleta,1,46
2013,7/19/2013,155.5,152.5,3,Isleta,1,47
2013,7/20/2013,155.5,152,3.5,Isleta,1,48
2013,7/23/2013,158,158,0,Isleta,2,1
2013,7/24/2013,155.5,152.5,3,Isleta,2,2
2013,7/25/2013,154.5,152.5,2,Isleta,2,3
2013,7/26/2013,154,152.5,1.5,Isleta,2,4
2013,8/9/2013,153.5,153.5,0,Isleta,3,1
2013,8/15/2013,156,153,3,Isleta,4,1
2013,8/16/2013,157.5,153,4.5,Isleta,4,2
2013,8/17/2013,157.5,153,4.5,Isleta,4,3
2013,8/18/2013,157,152,5,Isleta,4,4
2013,8/19/2013,157.5,152,5.5,Isleta,4,5
2013,8/20/2013,157.5,152,5.5,Isleta,4,6
2013,8/21/2013,84,74,10,San Acacia,4,7
2013,8/22/2013,86.5,74,12.5,San Acacia,4,8
2013,8/23/2013,94.5,74,20.5,San Acacia,4,9
2013,8/24/2013,94.5,74,20.5,San Acacia,4,10
2013,8/25/2013,94.5,74,20.5,San Acacia,4,11
2013,8/26/2013,94.5,74,20.5,San Acacia,4,12
2013,8/27/2013,133.5,133.5,0,Isleta,4,13
2013,8/28/2013,133.5,133.5,0,Isleta,4,14
2013,8/29/2013,133.5,133,0.5,Isleta,4,15
2013,8/30/2013,133.5,133,0.5,Isleta,4,16
2013,8/31/2013,83.5,74,9.5,San Acacia,4,17
2013,9/1/2013,89,74,15,San Acacia,4,18
2013,9/2/2013,92.5,74,18.5,San Acacia,4,19
2013,9/3/2013,89,74,15,San Acacia,4,20
2013,9/4/2013,91.5,74,17.5,San Acacia,4,21
2013,9/5/2013,97.5,74,23.5,San Acacia,4,22
2013,9/6/2013,97.5,74,23.5,San Acacia,4,23
2013,9/7/2013,87.5,74,13.5,San Acacia,4,24
2013,9/8/2013,135.5,133,2.5,Isleta,4,25
2013,9/9/2013,135.5,133,2.5,Isleta,4,26
2013,9/10/2013,135.5,133,2.5,Isleta,4,27
2013,9/11/2013,156,152,4,Isleta,4,28
2014,6/19/2014,74.5,74,0.5,San Acacia,1,1
2014,6/20/2014,75.5,74,1.5,San Acacia,1,2
2014,6/21/2014,80,74,6,San Acacia,1,3
2014,6/22/2014,80,74,6,San Acacia,1,4
2014,6/23/2014,82,74,8,San Acacia,1,5
2014,6/24/2014,83.5,74,9.5,San Acacia,1,6
2014,6/25/2014,85.5,74,11.5,San Acacia,1,7
2014,6/26/2014,86.5,74,12.5,San Acacia,1,8
2014,6/27/2014,88,74,14,San Acacia,1,9
2014,6/28/2014,89.5,74,15.5,San Acacia,1,10
2014,6/29/2014,90,74,16,San Acacia,1,11
2014,6/30/2014,91,74,17,San Acacia,1,12
2014,7/1/2014,92,74,18,San Acacia,1,13
2014,7/2/2014,93,74,19,San Acacia,1,14
2014,7/3/2014,93.5,74,19.5,San Acacia,1,15
2014,7/4/2014,94,74,20,San Acacia,1,16
2014,7/5/2014,95,74,21,San Acacia,1,17
2014,7/6/2014,93.5,74,19.5,San Acacia,1,18
2014,7/7/2014,91.5,74,17.5,San Acacia,1,19
2014,7/8/2014,89.5,74,15.5,San Acacia,1,20
2014,7/9/2014,87,74,13,San Acacia,1,21
2014,7/10/2014,86,74,12,San Acacia,1,22
2014,7/11/2014,89,74,15,San Acacia,1,23
2014,7/26/2014,76.5,74,2.5,San Acacia,2,1
2014,7/27/2014,79.5,74,5.5,San Acacia,2,2
2014,7/28/2014,88,84,4,San Acacia,2,3
2014,7/29/2014,88,84,4,San Acacia,2,4
2014,7/30/2014,90,74,16,San Acacia,2,5
2014,9/6/2014,84,74,10,San Acacia,3,1
2014,9/7/2014,84.5,74,10.5,San Acacia,3,2
2014,9/8/2014,86.5,74,12.5,San Acacia,3,3
2014,9/9/2014,86.5,74,12.5,San Acacia,3,4
2014,9/10/2014,93.5,74,19.5,San Acacia,3,5
2014,9/11/2014,93.5,74,19.5,San Acacia,3,6
2014,9/12/2014,93.5,74,19.5,San Acacia,3,7
2014,9/13/2014,94.5,74,20.5,San Acacia,3,8
