year,date,rm_up,rm_down,dry_length,reach,event_number,day_number
2020,9/21/2020,158.6,151.25,7.35,Isleta,4,146
2020,9/21/2020,133.3,131.8,1.5,Isleta,4,147
2020,9/21/2020,94.06,63.96,30.1,San Acacia,4,148
2020,9/21/2020,54.83,54.7,0.13,San Acacia,4,149
2020,9/22/2020,158.59,151.57,7.02,Isleta,4,150
2020,9/22/2020,133.33,132.74,0.59,Isleta,4,151
2020,9/22/2020,94.04,63.96,30.08,San Acacia,4,152
2020,9/22/2020,54.84,54.7,0.14,San Acacia,4,153
2020,9/23/2020,158.59,151.64,6.95,Isleta,4,154
2020,9/23/2020,133.39,132.71,0.68,Isleta,4,155
2020,9/23/2020,94,63.96,30.04,San Acacia,4,156
2020,9/23/2020,54.84,54.67,0.17,San Acacia,4,157
2020,9/24/2020,158.83,151.64,7.19,Isleta,4,158
2020,9/24/2020,133.27,132.72,0.55,Isleta,4,159
2020,9/24/2020,94,63.96,30.04,San Acacia,4,160
2020,9/25/2020,158.79,151.5,7.29,Isleta,4,161
2020,9/25/2020,93.93,63.96,29.97,San Acacia,4,162
2020,9/26/2020,158.6,151.45,7.15,Isleta,4,163
2020,9/26/2020,93.89,63.96,29.93,San Acacia,4,164
2020,9/26/2020,54.75,54.67,0.08,San Acacia,4,165
2020,9/27/2020,158.7,151.51,7.19,Isleta,4,166
2020,9/27/2020,93.68,63.93,29.75,San Acacia,4,167
2020,9/27/2020,54.84,54.67,0.17,San Acacia,4,168
2020,9/28/2020,158.75,152.46,6.29,Isleta,4,169
2020,9/28/2020,93.68,63.93,29.75,San Acacia,4,170
2020,9/28/2020,54.84,54.67,0.17,San Acacia,4,171
2020,9/29/2020,159.48,152.04,7.44,Isleta,4,172
2020,9/29/2020,93.36,63.96,29.4,San Acacia,4,173
2020,9/29/2020,54.86,54.67,0.19,San Acacia,4,174
2020,9/30/2020,159.48,152.04,7.44,Isleta,4,175
2020,9/30/2020,93.36,63.96,29.4,San Acacia,4,176
2020,9/30/2020,54.86,54.67,0.19,San Acacia,4,177
2020,10/1/2020,160,152.05,7.95,Isleta,4,178
2020,10/1/2020,93.05,63.93,29.12,San Acacia,4,179
2020,10/1/2020,55.57,54.63,0.94,San Acacia,4,180
2020,10/2/2020,160,152.05,7.95,Isleta,4,181
2020,10/2/2020,93.05,63.93,29.12,San Acacia,4,182
2020,10/2/2020,55.57,54.63,0.94,San Acacia,4,183
2020,10/3/2020,158.95,152,6.95,Isleta,4,184
2020,10/3/2020,92.95,63.96,28.99,San Acacia,4,185
2020,10/3/2020,55.64,54.61,1.03,San Acacia,4,186
2020,10/4/2020,158.84,152.32,6.52,Isleta,4,187
2020,10/4/2020,92.9,63.94,28.96,San Acacia,4,188
2020,10/4/2020,55.84,54.61,1.23,San Acacia,4,189
2020,10/5/2020,158.84,152.32,6.52,Isleta,4,190
2020,10/5/2020,92.9,63.94,28.96,San Acacia,4,191
2020,10/5/2020,55.84,54.61,1.23,San Acacia,4,192
2020,10/6/2020,159.32,152.3,7.02,Isleta,4,193
2020,10/6/2020,92.6,63.95,28.65,San Acacia,4,194
2020,10/6/2020,55.52,54.6,0.92,San Acacia,4,195
2020,10/7/2020,159.32,152.3,7.02,Isleta,4,196
2020,10/7/2020,92.6,63.95,28.65,San Acacia,4,197
2020,10/7/2020,55.52,54.6,0.92,San Acacia,4,198
2020,10/8/2020,159.37,152.34,7.03,Isleta,4,199
2020,10/8/2020,92.32,63.95,28.37,San Acacia,4,200
2020,10/8/2020,55.56,54.67,0.89,San Acacia,4,201
2020,10/9/2020,159.37,152.34,7.03,Isleta,4,202
2020,10/9/2020,92.32,63.95,28.37,San Acacia,4,203
2020,10/9/2020,55.56,54.67,0.89,San Acacia,4,204
2020,10/10/2020,158.71,152.3,6.41,Isleta,4,205
2020,10/10/2020,92,63.97,28.03,San Acacia,4,206
2020,10/10/2020,55.28,54.69,0.59,San Acacia,4,207
2020,10/11/2020,158.75,152.44,6.31,Isleta,4,208
2020,10/11/2020,91.87,63.95,27.92,San Acacia,4,209
2020,10/11/2020,55.24,54.7,0.54,San Acacia,4,210
2020,10/12/2020,158.75,152.44,6.31,Isleta,4,211
2020,10/12/2020,91.87,63.95,27.92,San Acacia,4,212
2020,10/12/2020,55.24,54.7,0.54,San Acacia,4,213
2020,10/13/2020,158.7,152.33,6.37,Isleta,4,214
2020,10/13/2020,91.62,63.95,27.67,San Acacia,4,215
2020,10/13/2020,55.15,54.72,0.43,San Acacia,4,216
2020,10/14/2020,158.7,152.33,6.37,Isleta,4,217
2020,10/14/2020,91.62,63.95,27.67,San Acacia,4,218
2020,10/14/2020,55.15,54.72,0.43,San Acacia,4,219
2020,10/15/2020,158.67,152.15,6.52,Isleta,4,220
2020,10/15/2020,91.42,63.94,27.48,San Acacia,4,221
2020,10/15/2020,54.96,54.72,0.24,San Acacia,4,222
2020,10/16/2020,158.67,152.15,6.52,Isleta,4,223
2020,10/16/2020,91.42,63.94,27.48,San Acacia,4,224
2020,10/16/2020,54.96,54.72,0.24,San Acacia,4,225
2020,10/17/2020,158.85,152.1,6.75,Isleta,4,226
2020,10/17/2020,91.12,63.97,27.15,San Acacia,4,227
2020,10/18/2020,158.55,152.1,6.45,Isleta,4,228
2020,10/18/2020,90.97,64.14,26.83,San Acacia,4,229
2020,10/19/2020,158.55,152.1,6.45,Isleta,4,230
2020,10/19/2020,90.97,64.14,26.83,San Acacia,4,231
2020,10/20/2020,158.54,152.09,6.45,Isleta,4,232
2020,10/20/2020,90.76,64.15,26.61,San Acacia,4,233
2020,10/21/2020,158.54,152.09,6.45,Isleta,4,234
2020,10/21/2020,90.76,64.15,26.61,San Acacia,4,235
2020,10/22/2020,158.45,152.09,6.36,Isleta,4,236
2020,10/22/2020,90.5,64.15,26.35,San Acacia,4,237
2020,10/23/2020,158.45,152.09,6.36,Isleta,4,238
2020,10/23/2020,90.5,64.15,26.35,San Acacia,4,239
2020,10/24/2020,158.43,152.09,6.34,Isleta,4,240
2020,10/24/2020,90.19,64.15,26.04,San Acacia,4,241
2020,10/25/2020,158.41,152.09,6.32,Isleta,4,242
2020,10/25/2020,90.17,64.14,26.03,San Acacia,4,243
2020,10/26/2020,158.41,152.09,6.32,Isleta,4,244
2020,10/26/2020,90.17,64.14,26.03,San Acacia,4,245
2020,10/27/2020,158.54,152.51,6.03,Isleta,4,246
2020,10/27/2020,90.17,64.14,26.03,San Acacia,4,247
2020,10/28/2020,158.54,152.51,6.03,Isleta,4,248
2020,10/28/2020,90.17,64.14,26.03,San Acacia,4,249
2020,10/29/2020,158.26,152.51,5.75,Isleta,4,250
2020,10/29/2020,87.9,64.14,23.76,San Acacia,4,251
2020,10/30/2020,158.26,152.51,5.75,Isleta,4,252
2020,10/30/2020,87.79,64.14,23.65,San Acacia,4,253
2020,10/31/2020,157.48,152.52,4.96,Isleta,4,254
2020,10/31/2020,87.57,64.15,23.42,San Acacia,4,255
2021,6/17/2021,79.37,79.15,0.22,San Acacia,1,1
2021,6/18/2021,77.21,73.29,3.92,San Acacia,1,2
2021,6/18/2021,81.6,78.76,2.84,San Acacia,1,3
2021,6/18/2021,72.59,71.15,1.44,San Acacia,1,4
2021,6/18/2021,66.11,65.68,0.43,San Acacia,1,5
2021,6/18/2021,67.93,66.65,1.28,San Acacia,1,6
2021,6/18/2021,69.13,68.42,0.71,San Acacia,1,7
2021,6/19/2021,82.4,64.63,17.77,San Acacia,1,8
2021,6/20/2021,86.12,64.56,21.56,San Acacia,1,9
2021,6/21/2021,86.42,64.57,21.85,San Acacia,1,10
2021,6/22/2021,88.49,64.32,24.17,San Acacia,1,11
2021,6/23/2021,91.8,64.31,27.49,San Acacia,1,12
2021,6/24/2021,95.31,64.31,31,San Acacia,1,13
2021,6/25/2021,95.45,64.31,31.14,San Acacia,1,14
2021,6/26/2021,96.07,64.31,31.76,San Acacia,1,15
2021,6/27/2021,96.17,64.28,31.89,San Acacia,1,16
2021,6/27/2021,155.52,152.7,2.82,Isleta,1,17
2021,6/28/2021,94.78,64.31,30.47,San Acacia,1,18
2021,6/28/2021,154.5,152.7,1.8,Isleta,1,19
2021,6/29/2021,93.52,64.31,29.21,San Acacia,1,20
2021,6/30/2021,95.56,64.32,31.24,San Acacia,1,21
2021,7/1/2021,94.49,64.32,30.17,San Acacia,1,22
2021,7/2/2021,94.71,64.29,30.42,San Acacia,1,23
2021,7/3/2021,93.45,64.3,29.15,San Acacia,1,24
2021,7/16/2021,155.12,153,2.12,Isleta,2,1
2021,7/17/2021,155.99,152.7,3.29,Isleta,2,2
2021,7/17/2021,83.41,81.23,2.18,San Acacia,2,3
2021,7/17/2021,157.78,156.7,1.08,Isleta,2,4
2021,7/18/2021,159.01,156.7,2.31,Isleta,2,5
2021,7/18/2021,84.37,65.38,18.99,San Acacia,2,6
2021,7/18/2021,156.57,152.14,4.43,Isleta,2,7
2021,7/19/2021,155.9,152.38,3.52,Isleta,2,8
2021,7/19/2021,79.65,65,14.65,San Acacia,2,9
2021,7/20/2021,158.57,152.14,6.43,Isleta,2,10
2021,7/20/2021,73.76,64.48,9.28,San Acacia,2,11
2021,7/21/2021,158.05,152.37,5.68,Isleta,2,12
2021,7/22/2021,157.83,152.44,5.39,Isleta,2,13
2021,7/23/2021,158.37,152.44,5.93,Isleta,2,14
2021,7/24/2021,157.65,152.55,5.1,Isleta,2,15
2021,7/26/2021,157.8,152.46,5.34,Isleta,3,1
2021,7/27/2021,160.2,152.44,7.76,Isleta,3,2
2021,8/8/2021,153.81,152.35,1.46,Isleta,4,1
2021,8/9/2021,154.08,152.07,2.01,Isleta,4,2
2021,8/10/2021,153.66,152.06,1.6,Isleta,4,3
2021,8/11/2021,156.88,152.01,4.87,Isleta,4,4
2021,8/11/2021,82.4,65.6,16.8,San Acacia,4,5
2021,8/12/2021,157.84,152.01,5.83,Isleta,4,6
2021,8/12/2021,85.76,64.57,21.19,San Acacia,4,7
2021,8/13/2021,158.39,152,6.39,Isleta,4,8
2021,8/13/2021,75.5,73.8,1.7,San Acacia,4,9
2021,8/14/2021,158.52,152.37,6.15,Isleta,4,10
2021,8/16/2021,158.34,152.35,5.99,Isleta,5,1
2021,8/17/2021,157.53,152.44,5.09,Isleta,5,2
2021,8/18/2021,157.03,152.39,4.64,Isleta,5,3
2021,8/19/2021,157.39,152.38,5.01,Isleta,5,4
2021,8/20/2021,157.6,152.37,5.23,Isleta,5,5
2021,8/21/2021,157.46,152.37,5.09,Isleta,5,6
2021,8/22/2021,157.51,151.97,5.54,Isleta,5,7
2021,8/22/2021,81.93,65.06,16.87,San Acacia,5,8
2021,8/22/2021,134.39,132.96,1.43,Isleta,5,9
2021,8/23/2021,157.65,152.35,5.3,Isleta,5,10
2021,8/24/2021,158.7,151.43,7.27,Isleta,5,11
2021,8/24/2021,134.16,132.99,1.17,Isleta,5,12
2021,8/25/2021,159.51,151.18,8.33,Isleta,5,13
2021,8/25/2021,135.47,132.87,2.6,Isleta,5,14
2021,8/26/2021,160.11,151.18,8.93,Isleta,5,15
2021,8/26/2021,135.87,132.87,3,Isleta,5,16
2021,8/27/2021,159.07,151.12,7.95,Isleta,5,17
2021,8/27/2021,135.41,132.87,2.54,Isleta,5,18
2021,8/28/2021,159.03,151.21,7.82,Isleta,5,19
2021,8/29/2021,159.05,151.21,7.84,Isleta,5,20
2021,8/29/2021,134.21,133.98,0.23,Isleta,5,21
2021,8/30/2021,159.98,151.22,8.76,Isleta,5,22
2021,8/30/2021,134.52,133.04,1.48,Isleta,5,23
2021,8/31/2021,135.52,132.87,2.65,Isleta,5,24
2021,8/31/2021,159.55,151.21,8.34,Isleta,5,25
2021,9/1/2021,136.25,132.86,3.39,Isleta,5,26
2021,9/1/2021,159.45,151.21,8.24,Isleta,5,27
2021,9/2/2021,159.37,151.2,8.17,Isleta,5,28
2021,9/2/2021,135.18,132.85,2.33,Isleta,5,29
2021,9/3/2021,156.01,151.21,4.8,Isleta,5,30
2021,9/3/2021,135.35,132.85,2.5,Isleta,5,31
2021,9/4/2021,158.2,152.35,5.85,Isleta,5,32
2021,9/4/2021,135.41,132.85,2.56,Isleta,5,33
2021,9/5/2021,158.01,152.35,5.66,Isleta,5,34
2021,9/6/2021,157.75,151.22,6.53,Isleta,5,35
2021,9/7/2021,157.62,151.2,6.42,Isleta,5,36
2021,9/7/2021,135.06,133.01,2.05,Isleta,5,37
2021,9/8/2021,135.55,132.87,2.68,Isleta,5,38
2021,9/8/2021,157.51,151.21,6.3,Isleta,5,39
2021,9/9/2021,157.4,151.19,6.21,Isleta,5,40
2021,9/9/2021,136.18,132.86,3.32,Isleta,5,41
2021,9/9/2021,71.69,65.95,5.74,San Acacia,5,42
2021,9/10/2021,157.38,151.22,6.16,Isleta,5,43
2021,9/10/2021,136.26,132.85,3.41,Isleta,5,44
2021,9/10/2021,82.7,64.57,18.13,San Acacia,5,45
2021,9/12/2021,157.23,151.21,6.02,Isleta,6,1
2021,9/12/2021,83.43,64.65,18.78,San Acacia,6,2
2021,9/12/2021,136.3,132.2,4.1,Isleta,6,3
2021,9/13/2021,157.2,151.2,6,Isleta,6,4
2021,9/13/2021,84.38,64.51,19.87,San Acacia,6,5
2021,9/13/2021,136.65,132.17,4.48,Isleta,6,6
2021,9/14/2021,157.15,151.21,5.94,Isleta,6,7
2021,9/14/2021,84.7,64.49,20.21,San Acacia,6,8
2021,9/14/2021,136.63,132.17,4.46,Isleta,6,9
2021,9/15/2021,84.82,64.49,20.33,San Acacia,6,10
2021,9/16/2021,87.09,64.51,22.58,San Acacia,6,11
2021,9/16/2021,157.03,151.2,5.83,Isleta,6,12
2021,9/16/2021,136.69,132.73,3.96,Isleta,6,13
2021,9/17/2021,156.97,151.2,5.77,Isleta,6,14
2021,9/17/2021,87.4,64.31,23.09,San Acacia,6,15
2021,9/17/2021,136.87,132.17,4.7,Isleta,6,16
2021,9/18/2021,156.89,151.21,5.68,Isleta,6,17
2021,9/18/2021,87.48,64.12,23.36,San Acacia,6,18
2021,9/18/2021,136.99,132.17,4.82,Isleta,6,19
2021,9/19/2021,156.8,151.2,5.6,Isleta,6,20
2021,9/19/2021,87.4,64.3,23.1,San Acacia,6,21
2021,9/19/2021,136.87,132.16,4.71,Isleta,6,22
2021,9/20/2021,87.4,64.31,23.09,San Acacia,6,23
2021,9/20/2021,155.92,151.2,4.72,Isleta,6,24
2021,9/20/2021,137.12,132.18,4.94,Isleta,6,25
2021,9/21/2021,155.86,151.2,4.66,Isleta,6,26
2021,9/21/2021,92.43,64.29,28.14,San Acacia,6,27
2021,9/21/2021,137.12,132.18,4.94,Isleta,6,28
2021,9/22/2021,93.28,64.3,28.98,San Acacia,6,29
2021,9/22/2021,155.85,151.2,4.65,Isleta,6,30
2021,9/22/2021,137,132.18,4.82,Isleta,6,31
2021,9/23/2021,155.79,151.21,4.58,Isleta,6,32
2021,9/23/2021,93.97,64.3,29.67,San Acacia,6,33
2021,9/23/2021,136.89,132.17,4.72,Isleta,6,34
2021,9/24/2021,155.75,151.2,4.55,Isleta,6,35
2021,9/24/2021,93.36,64.31,29.05,San Acacia,6,36
2021,9/25/2021,155.72,151.2,4.52,Isleta,6,37
2021,9/25/2021,136.69,132.17,4.52,Isleta,6,38
2021,9/25/2021,93.86,64.31,29.55,San Acacia,6,39
2021,9/26/2021,155.64,151.19,4.45,Isleta,6,40
2021,9/26/2021,93.4,64.31,29.09,San Acacia,6,41
2021,9/26/2021,136.38,132.19,4.19,Isleta,6,42
2021,9/27/2021,93.99,64.4,29.59,San Acacia,6,43
2021,9/27/2021,155.53,151.2,4.33,Isleta,6,44
2021,9/27/2021,136.19,132.18,4.01,Isleta,6,45
2021,9/28/2021,93.96,64.39,29.57,San Acacia,6,46
2021,9/28/2021,155.48,151.2,4.28,Isleta,6,47
2021,9/28/2021,136.14,132.18,3.96,Isleta,6,48
2021,9/29/2021,155.36,151.2,4.16,Isleta,6,49
2021,9/29/2021,91.49,64.39,27.1,San Acacia,6,50
2021,9/29/2021,135.98,132.2,3.78,Isleta,6,51
2021,9/30/2021,93.9,64.39,29.51,San Acacia,6,52
2021,9/30/2021,155.36,151.2,4.16,Isleta,6,53
2021,9/30/2021,135.91,132.18,3.73,Isleta,6,54
2021,10/1/2021,155.28,151.2,4.08,Isleta,6,55
2021,10/1/2021,135.36,132.2,3.16,Isleta,6,56
2021,10/1/2021,73.91,64.39,9.52,San Acacia,6,57
2021,10/2/2021,70.49,64.4,6.09,San Acacia,6,58
2021,10/3/2021,153.83,151.2,2.63,Isleta,6,59
2022,6/5/2022,82.99,65.85,17.14,San Acacia,1,1
2022,6/6/2022,85.69,64.76,20.93,San Acacia,1,2
2022,6/7/2022,88.14,64.55,23.59,San Acacia,1,3
2022,6/8/2022,91.88,64.5,27.38,San Acacia,1,4
2022,6/9/2022,93.26,65,28.26,San Acacia,1,5
2022,6/10/2022,95.08,64.49,30.59,San Acacia,1,6
2022,6/11/2022,96,64.4,31.6,San Acacia,1,7
2022,6/12/2022,96.36,64.41,31.95,San Acacia,1,8
2022,6/13/2022,96.4,64.4,32,San Acacia,1,9
2022,6/14/2022,97.21,64.31,32.9,San Acacia,1,10
2022,6/15/2022,97.53,64.31,33.22,San Acacia,1,11
2022,6/16/2022,97.75,64.24,33.51,San Acacia,1,12
2022,6/16/2022,155.46,153.04,2.42,Isleta,1,13
2022,6/17/2022,98.11,64.19,33.92,San Acacia,1,14
2022,6/17/2022,155.87,152.59,3.28,Isleta,1,15
2022,6/18/2022,98.01,63.7,34.31,San Acacia,1,16
2022,6/18/2022,155.46,152.65,2.81,Isleta,1,17
2022,6/19/2022,98,64.39,33.61,San Acacia,1,18
2022,6/19/2022,153.8,152.65,1.15,Isleta,1,19
2022,6/20/2022,88.75,64.31,24.44,San Acacia,1,20
2022,6/21/2022,74.6,64.23,10.37,San Acacia,1,21
2022,7/14/2022,85.75,66.85,18.9,San Acacia,2,1
2022,7/15/2022,74.13,64.57,9.56,San Acacia,2,2
2022,7/16/2022,89.59,64.51,25.08,San Acacia,2,3
2022,7/17/2022,79.27,64.52,14.75,San Acacia,2,4
2022,7/17/2022,156.2,152.87,3.33,Isleta,2,5
2022,7/18/2022,159.63,152.41,7.22,Isleta,2,6
2022,7/19/2022,73.41,71.09,2.32,San Acacia,2,7
2022,7/19/2022,161.79,152.2,9.59,Isleta,2,8
2022,7/20/2022,74.16,64.35,9.81,San Acacia,2,9
2022,7/20/2022,162.73,152.21,10.52,Isleta,2,10
2022,7/21/2022,82.51,64.3,18.21,San Acacia,2,11
2022,7/21/2022,163.1,152.16,10.94,Isleta,2,12
2022,7/22/2022,178.27,177.72,0.55,Angostura,2,13
2022,7/22/2022,91.44,64.3,27.14,San Acacia,2,14
2022,7/22/2022,162.23,152.17,10.06,Isleta,2,15
2022,7/23/2022,179.76,177.72,2.04,Angostura,2,16
2022,7/23/2022,93.32,64.31,29.01,San Acacia,2,17
2022,7/23/2022,163.32,152.82,10.5,Isleta,2,18
2022,7/24/2022,182.84,177.72,5.12,Angostura,2,19
2022,7/24/2022,93.4,64.67,28.73,San Acacia,2,20
2022,7/24/2022,163.37,151.29,12.08,Isleta,2,21
2022,7/25/2022,183.62,177.72,5.9,Angostura,2,22
2022,7/25/2022,96.92,64.17,32.75,San Acacia,2,23
2022,7/25/2022,134.19,132.47,1.72,Isleta,2,24
2022,7/25/2022,163.5,151.27,12.23,Isleta,2,25
2022,7/26/2022,188.46,177.72,10.74,Angostura,2,26
2022,7/26/2022,55.59,54.49,1.1,San Acacia,2,27
2022,7/26/2022,98.69,64.18,34.51,San Acacia,2,28
2022,7/26/2022,134.31,132.93,1.38,Isleta,2,29
2022,7/26/2022,163.5,151.26,12.24,Isleta,2,30
2022,7/27/2022,55.35,54.52,0.83,San Acacia,2,31
2022,7/27/2022,90.6,64.17,26.43,San Acacia,2,32
2022,7/27/2022,134.43,132.93,1.5,Isleta,2,33
2022,7/27/2022,163.6,151.29,12.31,Isleta,2,34
2022,7/28/2022,69,64.17,4.83,San Acacia,2,35
2022,7/28/2022,163.59,151.29,12.3,Isleta,2,36
2022,7/29/2022,163.16,151.98,11.18,Isleta,2,37
2022,7/30/2022,162.11,152.41,9.7,Isleta,2,38
2022,7/31/2022,154.9,152.43,2.47,Isleta,2,39
2022,9/12/2022,85.59,73.36,12.23,San Acacia,3,1
2022,9/12/2022,154.92,153.15,1.77,Isleta,3,2
2022,9/13/2022,80,64.49,15.51,San Acacia,3,3
2022,9/13/2022,155.14,153,2.14,Isleta,3,4
2022,9/15/2022,155.1,153.36,1.74,Isleta,4,1
2022,9/16/2022,81.81,69.18,12.63,San Acacia,4,2
2022,9/17/2022,85.03,64.3,20.73,San Acacia,4,3
2022,9/18/2022,84.8,64.37,20.43,San Acacia,4,4
2022,9/18/2022,156.2,152.68,3.52,Isleta,4,5
2022,9/19/2022,78.12,64.29,13.83,San Acacia,4,6
2022,9/19/2022,156.22,152.43,3.79,Isleta,4,7
2022,9/20/2022,79.42,64.23,15.19,San Acacia,4,8
2022,9/20/2022,156.82,152.43,4.39,Isleta,4,9
2022,9/21/2022,79.54,64.23,15.31,San Acacia,4,10
2022,9/21/2022,157.53,152.45,5.08,Isleta,4,11
2022,9/22/2022,79.06,64.17,14.89,San Acacia,4,12
2022,9/22/2022,157.82,152.43,5.39,Isleta,4,13
2022,9/23/2022,76.79,64.12,12.67,San Acacia,4,14
2022,9/23/2022,157.53,152.42,5.11,Isleta,4,15
2022,9/24/2022,75.92,64.18,11.74,San Acacia,4,16
2022,9/24/2022,157.01,152.45,4.56,Isleta,4,17
2022,9/25/2022,157.15,152.41,4.74,Isleta,4,18
2022,9/26/2022,152.91,152.43,0.48,Isleta,4,19
